Fri Jan 15 21:13:04 2021 Fold 2, Epoch 29, lr: 0.0000840, train loss: 0.01131, valid loss: 39.20000, Acc: 60.8000.
Fri Jan 15 21:14:04 2021 Fold 2, Epoch 30, lr: 0.0000777, train loss: 0.01522, valid loss: 38.00000, Acc: 62.0000.
Fri Jan 15 21:15:05 2021 Fold 2, Epoch 31, lr: 0.0000715, train loss: 0.00615, valid loss: 36.40000, Acc: 63.6000.
Fri Jan 15 21:16:06 2021 Fold 2, Epoch 32, lr: 0.0000655, train loss: 0.01028, valid loss: 43.60000, Acc: 56.4000.
Fri Jan 15 21:17:07 2021 Fold 2, Epoch 33, lr: 0.0000595, train loss: 0.01400, valid loss: 38.40000, Acc: 61.6000.
Fri Jan 15 21:18:08 2021 Fold 2, Epoch 34, lr: 0.0000537, train loss: 0.00654, valid loss: 39.20000, Acc: 60.8000.
Fri Jan 15 21:19:09 2021 Fold 2, Epoch 35, lr: 0.0000482, train loss: 0.02017, valid loss: 39.20000, Acc: 60.8000.
Fri Jan 15 21:20:10 2021 Fold 2, Epoch 36, lr: 0.0000428, train loss: 0.01035, valid loss: 38.40000, Acc: 61.6000.
Fri Jan 15 21:21:11 2021 Fold 2, Epoch 37, lr: 0.0000377, train loss: 0.00737, valid loss: 36.80000, Acc: 63.2000.
Fri Jan 15 21:22:12 2021 Fold 2, Epoch 38, lr: 0.0000328, train loss: 0.01402, valid loss: 44.80000, Acc: 55.2000.
Fri Jan 15 21:23:13 2021 Fold 2, Epoch 39, lr: 0.0000282, train loss: 0.00593, valid loss: 40.00000, Acc: 60.0000.
Fri Jan 15 21:24:14 2021 Fold 2, Epoch 40, lr: 0.0000239, train loss: 0.00293, valid loss: 40.00000, Acc: 60.0000.
Fri Jan 15 21:25:15 2021 Fold 2, Epoch 41, lr: 0.0000199, train loss: 0.01537, valid loss: 38.80000, Acc: 61.2000.
Fri Jan 15 21:26:16 2021 Fold 2, Epoch 42, lr: 0.0000162, train loss: 0.00796, valid loss: 37.60000, Acc: 62.4000.
Fri Jan 15 21:27:17 2021 Fold 2, Epoch 43, lr: 0.0000129, train loss: 0.01083, valid loss: 37.60000, Acc: 62.4000.
Fri Jan 15 21:28:18 2021 Fold 2, Epoch 44, lr: 0.0000099, train loss: 0.00269, valid loss: 37.20000, Acc: 62.8000.
Fri Jan 15 21:29:19 2021 Fold 2, Epoch 45, lr: 0.0000073, train loss: 0.00607, valid loss: 37.60000, Acc: 62.4000.
Fri Jan 15 21:30:20 2021 Fold 2, Epoch 46, lr: 0.0000051, train loss: 0.02283, valid loss: 40.80000, Acc: 59.2000.
Fri Jan 15 21:31:35 2021 Fold 2, Epoch 47, lr: 0.0000033, train loss: 0.00187, valid loss: 38.40000, Acc: 61.6000.
Fri Jan 15 21:32:37 2021 Fold 2, Epoch 48, lr: 0.0000018, train loss: 0.00320, valid loss: 41.60000, Acc: 58.4000.
Fri Jan 15 21:33:39 2021 Fold 2, Epoch 49, lr: 0.0000008, train loss: 0.00160, valid loss: 35.60000, Acc: 64.4000.
Fri Jan 15 21:34:41 2021 Fold 2, Epoch 50, lr: 0.0000002, train loss: 0.03685, valid loss: 35.60000, Acc: 64.4000.
Fri Jan 15 21:35:42 2021 Fold 3, Epoch 1, lr: 0.0000200, train loss: 1.08172, valid loss: 39.60000, Acc: 60.4000.
Fri Jan 15 21:36:43 2021 Fold 3, Epoch 2, lr: 0.0002000, train loss: 0.97233, valid loss: 41.60000, Acc: 58.4000.
Fri Jan 15 21:37:44 2021 Fold 3, Epoch 3, lr: 0.0001998, train loss: 1.05627, valid loss: 42.00000, Acc: 58.0000.
Fri Jan 15 21:38:45 2021 Fold 3, Epoch 4, lr: 0.0001992, train loss: 1.00553, valid loss: 39.60000, Acc: 60.4000.
Fri Jan 15 21:39:46 2021 Fold 3, Epoch 5, lr: 0.0001982, train loss: 0.93053, valid loss: 42.80000, Acc: 57.2000.
Fri Jan 15 21:40:47 2021 Fold 3, Epoch 6, lr: 0.0001967, train loss: 0.84895, valid loss: 37.20000, Acc: 62.8000.
Fri Jan 15 21:41:49 2021 Fold 3, Epoch 7, lr: 0.0001949, train loss: 0.78379, valid loss: 43.20000, Acc: 56.8000.
Fri Jan 15 21:42:50 2021 Fold 3, Epoch 8, lr: 0.0001927, train loss: 0.73644, valid loss: 38.00000, Acc: 62.0000.
Fri Jan 15 21:43:51 2021 Fold 3, Epoch 9, lr: 0.0001901, train loss: 0.50489, valid loss: 33.60000, Acc: 66.4000.
Fri Jan 15 21:44:52 2021 Fold 3, Epoch 10, lr: 0.0001871, train loss: 0.37395, valid loss: 33.60000, Acc: 66.4000.
Fri Jan 15 21:45:53 2021 Fold 3, Epoch 11, lr: 0.0001838, train loss: 0.25451, valid loss: 30.80000, Acc: 69.2000.
Fri Jan 15 21:46:54 2021 Fold 3, Epoch 12, lr: 0.0001801, train loss: 0.12298, valid loss: 25.20000, Acc: 74.8000.
Fri Jan 15 21:47:55 2021 Fold 3, Epoch 13, lr: 0.0001761, train loss: 0.10394, valid loss: 25.20000, Acc: 74.8000.
Fri Jan 15 21:48:56 2021 Fold 3, Epoch 14, lr: 0.0001718, train loss: 0.07284, valid loss: 28.80000, Acc: 71.2000.
Fri Jan 15 21:49:57 2021 Fold 3, Epoch 15, lr: 0.0001672, train loss: 0.02525, valid loss: 24.00000, Acc: 76.0000.
Fri Jan 15 21:50:58 2021 Fold 3, Epoch 16, lr: 0.0001623, train loss: 0.04118, valid loss: 18.00000, Acc: 82.0000.
Fri Jan 15 21:51:59 2021 Fold 3, Epoch 17, lr: 0.0001572, train loss: 0.00718, valid loss: 25.20000, Acc: 74.8000.
Fri Jan 15 21:53:00 2021 Fold 3, Epoch 18, lr: 0.0001518, train loss: 0.01084, valid loss: 25.60000, Acc: 74.4000.
Fri Jan 15 21:54:01 2021 Fold 3, Epoch 19, lr: 0.0001463, train loss: 0.02652, valid loss: 28.80000, Acc: 71.2000.
Fri Jan 15 21:55:02 2021 Fold 3, Epoch 20, lr: 0.0001405, train loss: 0.08298, valid loss: 19.60000, Acc: 80.4000.
Fri Jan 15 21:56:03 2021 Fold 3, Epoch 21, lr: 0.0001345, train loss: 0.02637, valid loss: 28.40000, Acc: 71.6000.
Fri Jan 15 21:57:04 2021 Fold 3, Epoch 22, lr: 0.0001285, train loss: 0.01032, valid loss: 25.60000, Acc: 74.4000.
Fri Jan 15 21:58:04 2021 Fold 3, Epoch 23, lr: 0.0001223, train loss: 0.00481, valid loss: 24.00000, Acc: 76.0000.
Fri Jan 15 21:59:05 2021 Fold 3, Epoch 24, lr: 0.0001160, train loss: 0.00888, valid loss: 30.80000, Acc: 69.2000.
Fri Jan 15 22:00:06 2021 Fold 3, Epoch 25, lr: 0.0001096, train loss: 0.01200, valid loss: 33.60000, Acc: 66.4000.
Fri Jan 15 22:01:08 2021 Fold 3, Epoch 26, lr: 0.0001032, train loss: 0.00702, valid loss: 22.80000, Acc: 77.2000.
Fri Jan 15 22:02:09 2021 Fold 3, Epoch 27, lr: 0.0000968, train loss: 0.00472, valid loss: 32.40000, Acc: 67.6000.
Fri Jan 15 22:03:10 2021 Fold 3, Epoch 28, lr: 0.0000904, train loss: 0.00561, valid loss: 31.20000, Acc: 68.8000.
Fri Jan 15 22:04:11 2021 Fold 3, Epoch 29, lr: 0.0000840, train loss: 0.01591, valid loss: 25.20000, Acc: 74.8000.
Fri Jan 15 22:05:12 2021 Fold 3, Epoch 30, lr: 0.0000777, train loss: 0.00379, valid loss: 31.60000, Acc: 68.4000.
Fri Jan 15 22:06:13 2021 Fold 3, Epoch 31, lr: 0.0000715, train loss: 0.00289, valid loss: 24.80000, Acc: 75.2000.
